name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Kunaal Rauniyar,21,Female,4th year,Mathematics,10:30 PM,4:30 AM,5,veg,2,2,sometimes,2,morning,No
Raghwendra Meena,19,Female,2nd year,Chemistry,11:30 PM,7:00 AM,7,eggetarian,5,1,never,2,morning,No
Amrita Vishal,21,Male,4th year,Electrical Engineering,12:30 AM,8:00 AM,5,no_pref,2,5,sometimes,3,afternoon,No
Janhvi Panesar,19,Female,2nd year,Chemistry,10:00 PM,6:00 AM,3,veg,1,1,sometimes,3,morning,No
Debanjana Sawlani,21,Male,4th year,Psychology,3:00 AM,10:00 AM,5,veg,3,4,sometimes,3,night,Yes
Yogita Mahmood,21,Female,4th year,Biology,11:00 PM,6:30 AM,7,nonveg,3,2,never,1,afternoon,No
Sonu Sagar,18,Male,1st year,Biology,11:00 PM,6:30 AM,2,veg,4,5,sometimes,5,afternoon,No
Madhu Tayde,21,Male,4th year,Chemistry,10:30 PM,6:30 AM,5,veg,2,1,never,2,morning,No
Amar Anwar,20,Female,3rd year,Mathematics,3:00 AM,11:00 AM,3,nonveg,5,4,often,5,night,Yes
Dushyant Lalchandani,21,Female,4th year,Business Administration,11:30 PM,7:30 AM,4,veg,3,5,sometimes,3,afternoon,No
Mamta Gutti,20,Male,3rd year,Biology,11:00 PM,7:30 AM,4,veg,2,2,often,3,afternoon,No
Vigneshwaran Sarma,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,4,no_pref,4,3,sometimes,1,morning,Yes
Nethaji Joseph,19,Female,2nd year,English Literature,11:30 PM,6:30 AM,2,veg,2,2,sometimes,3,afternoon,Yes
Sasi Nag,19,Female,2nd year,Mechanical Engineering,1:00 AM,8:30 AM,4,veg,4,4,often,5,night,Yes
Soubhagya Nigan,22,Male,4th year,Biology,10:00 PM,7:00 AM,2,veg,4,3,sometimes,3,morning,Yes
Pragun Varghese,18,Male,1st year,Mechanical Engineering,10:30 PM,6:00 AM,5,veg,5,1,sometimes,1,morning,No
Shyam Gite,17,Female,1st year,English Literature,10:00 PM,5:30 AM,4,nonveg,4,2,sometimes,1,afternoon,No
Prakhar Choubey,19,Male,3rd year,Business Administration,1:30 AM,8:30 AM,1,veg,3,3,often,5,night,Yes
Saddam Prajapati,21,Male,4th year,Business Administration,3:30 AM,11:00 AM,2,nonveg,2,4,often,5,night,Yes
Mahi Hanul,20,Female,4th year,English Literature,12:30 AM,8:00 AM,3,nonveg,3,3,sometimes,3,afternoon,Yes
Sharuk Keshri,21,Female,4th year,English Literature,11:00 PM,6:30 AM,1,veg,3,3,sometimes,4,afternoon,No
Urmila Gangwar,20,Male,3rd year,Mechanical Engineering,12:30 AM,6:30 AM,1,nonveg,3,2,sometimes,3,afternoon,No
Akshit Samaddar,21,Male,3rd year,Electrical Engineering,11:30 PM,7:00 AM,6,eggetarian,4,5,often,4,morning,Yes
Nishu Lakhmani,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,4,nonveg,3,2,often,3,morning,Yes
Shweta Teja,20,Male,2nd year,Computer Science,11:30 PM,8:00 AM,6,nonveg,2,1,never,2,morning,No
Khanak Randhawa,18,Male,1st year,Chemistry,12:30 AM,7:00 AM,2,veg,3,5,often,4,night,Yes
Safin Rajendra,18,Male,2nd year,Business Administration,2:00 AM,10:30 AM,4,nonveg,3,4,often,4,night,Yes
Tamanna Mandadi,19,Female,2nd year,English Literature,10:00 PM,6:00 AM,7,veg,3,3,never,1,morning,No
Shabaj Akolkar,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,4,nonveg,2,2,never,2,morning,No
Shagun Chhateja,19,Female,1st year,Psychology,1:30 AM,9:30 AM,2,nonveg,3,4,sometimes,4,night,Yes
Mohsin Barman,20,Male,3rd year,Mechanical Engineering,2:00 AM,8:00 AM,3,veg,3,3,never,2,night,No
Dhananjay Islam,20,Male,3rd year,Mechanical Engineering,11:00 PM,6:00 AM,4,veg,2,4,sometimes,3,afternoon,Yes
Swasti Naqvi,21,Female,4th year,Business Administration,12:30 AM,9:00 AM,3,no_pref,1,2,never,1,night,No
Ganesh Kumar,20,Male,4th year,Electrical Engineering,11:30 PM,7:00 AM,3,veg,4,4,sometimes,3,afternoon,No
Shailvi Madaan,19,Non-binary,2nd year,English Literature,12:00 AM,8:00 AM,4,nonveg,4,2,never,2,afternoon,No
Sidhi Huque,20,Female,2nd year,Computer Science,9:30 PM,6:00 AM,4,no_pref,4,1,sometimes,2,morning,Yes
Mahek Sasanka,19,Female,2nd year,English Literature,1:00 AM,8:30 AM,2,nonveg,2,5,sometimes,4,night,Yes
Anas Asija,21,Male,4th year,Business Administration,2:00 AM,8:00 AM,8,nonveg,1,3,often,2,night,Yes
Pragun Chahal,21,Male,3rd year,Electrical Engineering,1:00 AM,9:00 AM,5,nonveg,3,3,sometimes,1,night,No
Abhinandan Jindal,21,Male,4th year,Chemistry,1:00 AM,8:00 AM,4,nonveg,3,2,sometimes,3,night,Yes
Prashansi Vikram,19,Female,2nd year,Electrical Engineering,3:00 AM,10:30 AM,4,veg,3,5,sometimes,4,night,Yes
Kanchan Rizvi,20,Female,3rd year,Electrical Engineering,12:00 AM,6:30 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Nemi Mustafa,21,Female,4th year,English Literature,11:00 PM,6:00 AM,3,veg,3,3,sometimes,3,afternoon,Yes
Parijat Chandran,21,Male,3rd year,Mechanical Engineering,10:30 PM,6:00 AM,5,nonveg,3,3,sometimes,3,morning,No
Shyamal Gomashe,19,Male,2nd year,Psychology,1:30 AM,10:00 AM,1,nonveg,2,2,sometimes,3,night,Yes
Amrita Sarawagi,21,Male,4th year,Chemistry,12:00 AM,8:00 AM,5,nonveg,4,4,often,4,night,No
Dushyant Mahmood,21,Female,4th year,Mechanical Engineering,12:00 AM,7:00 AM,2,nonveg,4,5,often,5,afternoon,No
Sukumaran Goswami,21,Female,4th year,Psychology,9:30 PM,5:00 AM,5,eggetarian,3,4,sometimes,3,morning,Yes
Riya Azhar,18,Female,2nd year,Business Administration,2:30 AM,10:00 AM,3,eggetarian,2,4,sometimes,5,night,No
Mohit Gurubhaiye,21,Female,4th year,Mathematics,10:00 PM,6:30 AM,3,veg,3,5,often,4,morning,Yes
Praveen Bhadauriya,19,Female,3rd year,Biology,12:30 AM,7:30 AM,1,veg,2,3,sometimes,3,afternoon,Yes
Khushboo Rai,20,Female,3rd year,Business Administration,12:30 AM,8:00 AM,7,no_pref,3,3,sometimes,2,night,Yes
Manish Manchanda,19,Male,2nd year,Chemistry,12:00 AM,8:00 AM,2,nonveg,3,4,often,5,afternoon,Yes
Prakriti Aenugu,20,Non-binary,3rd year,Mathematics,12:30 AM,8:30 AM,6,veg,4,3,sometimes,2,night,No
Anil Unnikrishnan,21,Male,4th year,Computer Science,3:00 AM,10:30 AM,3,nonveg,3,2,sometimes,3,night,Yes
Bhushan Oswal,19,Male,2nd year,Chemistry,2:30 AM,10:30 AM,2,veg,3,4,often,4,night,Yes
Nitya Pawar,19,Non-binary,3rd year,Computer Science,10:00 PM,5:30 AM,3,vegan,4,4,sometimes,3,morning,Yes
Kriti Shivastava,20,Female,3rd year,Psychology,2:00 AM,10:30 AM,6,nonveg,4,1,sometimes,2,night,No
Nitin Rausa,20,Female,3rd year,Biology,10:30 PM,5:30 AM,6,nonveg,3,3,never,1,morning,No
Vineeta Rawat,19,Male,2nd year,Biology,11:00 PM,8:00 AM,7,veg,3,4,never,2,night,No
Priya Surabhi,18,Female,1st year,Psychology,2:30 AM,10:00 AM,6,nonveg,3,4,sometimes,3,night,Yes
Shalu Arora,21,Non-binary,4th year,English Literature,11:30 PM,7:30 AM,1,nonveg,4,3,sometimes,3,afternoon,Yes
Vibha Sagar,21,Male,4th year,Computer Science,11:00 PM,6:00 AM,6,nonveg,4,2,never,1,morning,No
Shreyans Gurnani,20,Non-binary,3rd year,Biology,12:00 AM,8:00 AM,5,nonveg,4,2,never,1,night,No
Rohan Sikarwar,18,Male,1st year,English Literature,10:00 PM,5:00 AM,3,veg,3,3,often,3,morning,Yes
Umamaheshwara Nath,18,Female,1st year,Psychology,2:30 AM,9:30 AM,6,nonveg,4,2,sometimes,1,night,No
Shalini Bano,19,Male,3rd year,Mechanical Engineering,2:00 AM,11:00 AM,3,veg,2,5,sometimes,4,night,Yes
Naini Dadarwal,21,Female,4th year,Business Administration,1:30 AM,9:00 AM,6,nonveg,3,3,sometimes,2,night,No
Shubham Kar,18,Male,1st year,Mechanical Engineering,9:30 PM,4:00 AM,5,nonveg,3,2,sometimes,2,morning,Yes
Fatima Ruqaiya,20,Male,3rd year,Electrical Engineering,2:00 AM,10:30 AM,5,veg,4,1,never,1,night,No
Shubham Tomar,18,Female,1st year,Mathematics,11:30 PM,8:00 AM,6,nonveg,3,2,never,2,afternoon,No
Vijay Jivani,20,Male,3rd year,Electrical Engineering,10:30 PM,6:00 AM,4,nonveg,4,2,never,2,morning,No
Ravi Bistagond,18,Male,1st year,Chemistry,10:30 PM,6:30 AM,5,no_pref,4,2,never,2,morning,No
Manish Pareek,21,Female,4th year,Chemistry,11:30 PM,7:30 AM,3,veg,2,2,never,1,night,No
Ujjwal Narayan,21,Male,4th year,Mechanical Engineering,12:30 AM,8:00 AM,4,nonveg,4,4,never,2,night,No
Shyamali Nigam,21,Female,4th year,Biology,11:30 PM,6:30 AM,3,nonveg,2,5,sometimes,5,afternoon,Yes
Ishwa Dahiya,22,Male,4th year,Mathematics,11:30 PM,7:30 AM,3,veg,5,3,sometimes,3,afternoon,Yes
Mukul Shrivas,18,Female,2nd year,English Literature,2:00 AM,9:30 AM,4,nonveg,3,3,sometimes,3,night,No
Shriya Sikarwar,18,Female,1st year,Psychology,3:30 AM,12:30 PM,5,nonveg,3,3,often,2,night,Yes
Anand Bhaskar,21,Male,4th year,Mechanical Engineering,11:00 PM,6:30 AM,6,nonveg,3,3,sometimes,3,afternoon,Yes
Manshi Rizwan,21,Male,4th year,Business Administration,11:00 PM,8:00 AM,3,nonveg,4,4,sometimes,3,afternoon,No
Aparsha Das,19,Non-binary,1st year,Chemistry,1:00 AM,9:00 AM,4,veg,3,4,sometimes,4,night,Yes
Sumit Jagaragallu,19,Female,2nd year,Mathematics,12:30 AM,10:30 AM,3,veg,3,5,often,4,afternoon,Yes
Afzan Shah,20,Male,3rd year,Business Administration,10:00 PM,6:30 AM,1,veg,3,5,often,4,afternoon,Yes
Anshu Prabhu,19,Male,2nd year,Biology,11:00 PM,8:00 AM,4,nonveg,2,4,often,5,afternoon,Yes
Vengatesh Samdharshni,20,Male,3rd year,Business Administration,12:00 AM,8:00 AM,7,veg,2,2,never,1,afternoon,No
Sayan Bistagond,18,Female,1st year,English Literature,2:30 AM,10:30 AM,5,nonveg,4,4,never,3,night,No
Jaya Sugathan,21,Male,4th year,Biology,11:30 PM,6:30 AM,4,eggetarian,4,5,sometimes,5,night,Yes
Akhand Gangwal,20,Female,3rd year,Mathematics,2:00 AM,9:30 AM,1,nonveg,3,5,sometimes,4,night,Yes
Shyam Nasreen,20,Female,3rd year,English Literature,10:30 PM,6:00 AM,5,veg,3,3,often,3,morning,Yes
Zufeshan Subbapati,20,Male,4th year,Mechanical Engineering,1:00 AM,9:00 AM,7,nonveg,4,2,never,2,night,No
Puneet Chitranshi,21,Female,4th year,Chemistry,10:30 PM,6:30 AM,4,nonveg,2,3,never,2,morning,No
Sourabh Saxena,20,Female,3rd year,English Literature,1:00 AM,8:30 AM,6,nonveg,3,2,never,2,night,No
Shweta Barai,18,Female,1st year,Chemistry,11:30 PM,6:00 AM,3,nonveg,2,5,often,4,afternoon,Yes
Minakshi Bistagond,18,Non-binary,2nd year,Mechanical Engineering,2:00 AM,10:00 AM,2,vegan,3,4,often,5,night,Yes
Piyush Kewlani,21,Male,4th year,Business Administration,12:00 AM,7:00 AM,6,veg,5,5,often,4,afternoon,Yes
Hariharan Mani,20,Female,3rd year,Mechanical Engineering,10:30 PM,5:00 AM,6,veg,3,3,sometimes,1,morning,Yes
Aayushi Randhawa,18,Female,1st year,Mathematics,11:30 PM,7:00 AM,5,nonveg,5,3,never,2,afternoon,No
Vijendra Baliga,18,Male,1st year,Electrical Engineering,12:30 AM,7:30 AM,5,nonveg,2,3,sometimes,3,afternoon,Yes
Himanshu Dasila,20,Female,3rd year,Psychology,11:00 PM,7:30 AM,5,veg,4,3,sometimes,2,morning,Yes
Kunaal Soni,18,Male,1st year,Electrical Engineering,1:30 AM,9:30 AM,4,nonveg,3,3,sometimes,3,night,No
Tejas Bano,20,Male,3rd year,English Literature,12:00 AM,7:30 AM,2,veg,4,4,sometimes,3,afternoon,Yes
Ankurjeet Verma,21,Female,4th year,Business Administration,2:30 AM,9:30 AM,2,veg,5,3,sometimes,4,night,Yes
Subodh Jindal,19,Male,3rd year,Psychology,11:00 PM,6:30 AM,4,nonveg,4,3,never,3,afternoon,No
Govindam Jagtap,20,Female,3rd year,Chemistry,10:30 PM,5:30 AM,5,nonveg,3,2,never,2,morning,No
Divyansh Nischal,19,Female,2nd year,Mathematics,2:00 AM,10:00 AM,4,veg,5,5,sometimes,3,night,Yes
Anas Theratipally,20,Male,3rd year,Mechanical Engineering,12:30 AM,8:00 AM,1,nonveg,4,4,never,4,afternoon,No
Shreya Agarwal,18,Male,1st year,Mechanical Engineering,1:30 AM,9:30 AM,5,veg,3,3,never,1,night,No
Deepika Parul,20,Male,3rd year,Mechanical Engineering,12:30 AM,8:30 AM,2,nonveg,2,3,sometimes,3,night,Yes
Ashish Baiswar,18,Male,1st year,Mechanical Engineering,12:00 AM,6:30 AM,2,veg,4,5,sometimes,4,morning,Yes
Chiranjeev Tewary,22,Male,4th year,Chemistry,3:00 AM,11:30 AM,5,veg,2,2,never,1,night,No
Shubhi Tulshidas,18,Female,1st year,Business Administration,12:30 AM,8:30 AM,5,nonveg,3,4,sometimes,3,night,No
Monica Meharda,21,Male,4th year,English Literature,9:30 PM,4:00 AM,5,nonveg,2,3,never,1,morning,No
Saddam Mathur,20,Male,3rd year,Business Administration,1:30 AM,9:00 AM,7,nonveg,3,2,never,1,night,No
Areeb Zaidi,21,Female,4th year,Electrical Engineering,1:30 AM,9:00 AM,6,nonveg,3,2,sometimes,2,night,No
Anchal Pareek,21,Female,3rd year,English Literature,1:00 AM,7:30 AM,6,eggetarian,3,3,sometimes,3,night,No
Vengatesh Sinha,18,Male,1st year,Electrical Engineering,11:00 PM,6:00 AM,4,veg,3,1,sometimes,3,morning,Yes
Sahiti Dinu,19,Male,1st year,Mechanical Engineering,11:00 PM,5:00 AM,4,no_pref,4,2,never,2,morning,No
Sonu Barnwal,19,Male,2nd year,Mechanical Engineering,2:00 AM,9:00 AM,1,nonveg,3,3,often,4,night,Yes
Alka Zaidi,23,Male,4th year,English Literature,10:30 PM,6:30 AM,6,eggetarian,4,3,never,2,morning,No
Sumaiya Sonwani,20,Male,4th year,English Literature,10:30 PM,4:30 AM,4,nonveg,2,2,never,1,morning,No
Sharanya Shoaib,21,Male,4th year,Mechanical Engineering,1:30 AM,8:30 AM,4,nonveg,3,2,sometimes,2,night,Yes
Ahmad Negi,20,Male,3rd year,Mathematics,11:00 PM,6:00 AM,5,nonveg,3,1,sometimes,2,morning,Yes
Vaishali Maurya,21,Male,4th year,Biology,10:00 PM,5:30 AM,5,veg,3,1,sometimes,2,morning,Yes
Vanshika Jushantan,20,Female,3rd year,Chemistry,10:00 PM,7:00 AM,1,veg,3,4,never,3,morning,No
Jag Sahu,19,Female,2nd year,Mechanical Engineering,10:30 PM,7:30 AM,6,veg,2,2,sometimes,1,morning,No
Akshat Subbapati,20,Male,3rd year,Electrical Engineering,12:30 AM,8:30 AM,3,nonveg,2,4,sometimes,3,afternoon,Yes
Devendra Lakhmani,20,Male,3rd year,Chemistry,11:30 PM,8:00 AM,6,veg,4,3,never,1,afternoon,No
Manya Varghese,18,Female,1st year,Biology,1:00 AM,9:30 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Kalpana Guha,18,Male,1st year,Chemistry,11:00 PM,8:00 AM,9,veg,3,2,never,1,morning,No
Agrim Parween,19,Male,2nd year,English Literature,11:30 PM,7:00 AM,5,nonveg,3,3,sometimes,3,afternoon,No
Abhaysinha Shekhar,18,Male,1st year,Biology,10:30 PM,5:30 AM,8,nonveg,3,2,sometimes,2,morning,No
Bhawna Bapat,18,Male,2nd year,Computer Science,10:30 PM,7:00 AM,4,veg,3,4,sometimes,3,afternoon,Yes
Mohsin Shankdhar,20,Male,3rd year,Mechanical Engineering,12:00 AM,7:00 AM,5,nonveg,3,5,sometimes,3,afternoon,No
Sanjeeda Madala,18,Male,2nd year,Mathematics,12:00 AM,7:00 AM,7,nonveg,2,4,sometimes,3,night,No
Prarthana Parul,21,Male,4th year,Business Administration,11:00 PM,6:00 AM,1,nonveg,3,5,often,4,afternoon,Yes
Himanshi Sahai,17,Male,1st year,Computer Science,12:00 AM,7:30 AM,6,veg,3,1,never,1,afternoon,No
Yashwanth Dinu,19,Female,2nd year,Chemistry,12:00 AM,7:00 AM,4,veg,2,2,sometimes,3,afternoon,No
Shakkil Chaurasia,20,Female,2nd year,Business Administration,10:30 PM,6:30 AM,6,veg,3,3,often,3,morning,Yes
Bhavesh Manju,19,Male,2nd year,Mechanical Engineering,1:30 AM,10:30 AM,5,veg,3,2,never,2,night,No
Snehit Giri,19,Female,2nd year,English Literature,11:30 PM,6:30 AM,3,nonveg,3,2,sometimes,3,afternoon,Yes
Supriya Bhardwaj,19,Female,2nd year,Psychology,1:00 AM,6:30 AM,5,nonveg,3,4,sometimes,3,night,Yes
Aishwarya Panesar,19,Female,1st year,Mathematics,11:00 PM,7:00 AM,6,nonveg,4,2,never,2,morning,No
Harshvardhan Dhinoja,20,Female,3rd year,Psychology,2:30 AM,11:00 AM,5,veg,3,2,often,3,night,Yes
Shruti Israni,20,Male,3rd year,Computer Science,12:00 AM,8:00 AM,4,veg,3,3,sometimes,3,night,No
Suryansh Puri,18,Female,1st year,Psychology,10:30 PM,6:30 AM,3,nonveg,1,5,often,5,afternoon,Yes
Nishant Bhatia,18,Female,1st year,Business Administration,9:30 PM,5:00 AM,5,veg,3,2,sometimes,3,morning,Yes
Palak Bapna,20,Male,3rd year,Business Administration,3:00 AM,11:00 AM,1,nonveg,3,1,often,3,night,Yes
Preeti Warsi,19,Male,2nd year,Electrical Engineering,11:00 PM,6:00 AM,5,nonveg,4,1,never,1,morning,No
Rajkumar Mahalka,19,Male,2nd year,Chemistry,10:30 PM,6:00 AM,1,nonveg,3,2,sometimes,3,afternoon,No
Alka Ganore,21,Male,4th year,Mechanical Engineering,12:00 AM,8:00 AM,2,nonveg,1,4,often,4,afternoon,Yes
Vipin Rawat,18,Male,1st year,English Literature,2:00 AM,10:30 AM,5,nonveg,3,3,never,1,night,No
Savan Aleem,19,Female,2nd year,Mechanical Engineering,1:00 AM,9:00 AM,3,nonveg,4,4,sometimes,4,night,Yes
Sushmita Hasni,20,Male,3rd year,Electrical Engineering,1:00 AM,8:30 AM,3,no_pref,3,2,never,1,night,No
Tarun Palata,19,Female,3rd year,English Literature,11:30 PM,7:30 AM,4,eggetarian,4,3,never,3,afternoon,No
Gayathri Selvaraj,18,Female,1st year,Business Administration,3:00 AM,10:00 AM,2,nonveg,2,4,never,3,night,No
Monika Bhadouriya,20,Female,3rd year,Business Administration,1:30 AM,7:30 AM,5,veg,2,3,often,3,night,Yes
Aayushi Singam,20,Female,3rd year,Biology,11:00 PM,7:00 AM,5,nonveg,2,2,sometimes,2,afternoon,Yes
Umme Behuria,20,Female,3rd year,English Literature,11:00 PM,7:30 AM,4,nonveg,3,2,sometimes,2,morning,Yes
Suresh Singam,18,Male,1st year,Chemistry,11:00 PM,6:30 AM,3,nonveg,3,3,never,4,afternoon,No
Nivika Chetan,19,Male,2nd year,Electrical Engineering,10:30 PM,6:00 AM,4,nonveg,3,2,sometimes,3,morning,Yes
Shreepriya Maddeshiya,20,Female,3rd year,Business Administration,10:30 PM,6:00 AM,3,veg,3,3,sometimes,3,morning,Yes
Talin Zope,20,Male,2nd year,Business Administration,11:00 PM,6:00 AM,5,nonveg,2,2,never,1,afternoon,No
Adhyantika Roy,19,Female,2nd year,Psychology,10:30 PM,5:30 AM,3,nonveg,2,3,sometimes,4,morning,Yes
Mukul Mhaske,19,Male,2nd year,Business Administration,12:00 AM,8:00 AM,2,vegan,4,3,sometimes,4,night,Yes
Umamaheshwara Anam,20,Male,3rd year,Computer Science,10:30 PM,5:30 AM,4,veg,3,2,never,2,morning,No
Saddam Gill,21,Female,4th year,English Literature,12:30 AM,8:00 AM,5,nonveg,2,2,sometimes,2,night,No
Udit Vashisth,19,Female,2nd year,English Literature,10:30 PM,5:30 AM,5,no_pref,2,2,never,1,morning,No
Smita Pawar,21,Male,4th year,Electrical Engineering,11:00 PM,6:30 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Abdul Jajoo,18,Female,1st year,Chemistry,4:30 AM,12:30 PM,6,nonveg,3,2,never,2,night,No
Prastuti Dikshit,20,Male,3rd year,Chemistry,10:30 PM,6:30 AM,5,nonveg,2,2,never,1,morning,No
Roshan Mahawar,21,Female,4th year,Biology,2:00 AM,8:00 AM,4,nonveg,4,3,never,2,night,No
Sadiya Kanchan,21,Male,4th year,Business Administration,1:00 AM,8:30 AM,1,nonveg,4,5,sometimes,4,night,Yes
Suprabha Sareen,19,Male,2nd year,Computer Science,11:00 PM,6:00 AM,1,nonveg,4,3,sometimes,3,morning,Yes
Ambuj Shekhar,18,Male,1st year,Electrical Engineering,10:30 PM,5:30 AM,5,eggetarian,3,4,sometimes,3,afternoon,No
Wasfia Yamala,19,Female,2nd year,English Literature,10:00 PM,5:00 AM,6,veg,3,3,sometimes,2,afternoon,Yes
Anukriti Malviya,20,Female,3rd year,Computer Science,2:00 AM,9:30 AM,4,veg,4,5,sometimes,3,night,No
Devashish Vilas,22,Male,4th year,Electrical Engineering,3:00 AM,10:00 AM,6,nonveg,2,3,sometimes,3,night,Yes
Aayush Kanojia,21,Female,4th year,Business Administration,11:30 PM,7:30 AM,4,nonveg,3,2,never,1,morning,No
Tanupriya Pokhriyal,21,Female,4th year,Biology,1:30 AM,11:00 AM,5,nonveg,1,2,sometimes,3,night,Yes
Nav Anwar,18,Male,1st year,Business Administration,12:30 AM,6:30 AM,2,nonveg,4,4,sometimes,4,afternoon,Yes
Durgesh Praveenchand,20,Female,3rd year,Mathematics,1:00 AM,8:00 AM,3,nonveg,3,3,sometimes,3,afternoon,Yes
Vaishavi Shingh,18,Male,1st year,Electrical Engineering,1:00 AM,9:00 AM,2,vegan,5,4,sometimes,5,afternoon,Yes
Nithisha Ruqaiya,18,Male,1st year,Psychology,10:00 PM,6:00 AM,4,nonveg,3,3,sometimes,3,morning,No
Devbrat Chandra,20,Female,3rd year,Computer Science,2:30 AM,10:30 AM,6,veg,3,1,sometimes,1,night,Yes
Asvin Mathur,19,Female,2nd year,Biology,1:30 AM,8:30 AM,2,veg,5,2,sometimes,5,night,No
Stalin Rakhecha,18,Male,1st year,Mechanical Engineering,10:30 PM,6:30 AM,7,nonveg,2,1,never,2,morning,No
Ahad Virani,18,Female,2nd year,Mechanical Engineering,11:00 PM,6:00 AM,6,veg,2,4,sometimes,3,afternoon,No
Manas Khandekar,18,Male,1st year,Electrical Engineering,12:30 AM,8:30 AM,4,nonveg,4,2,never,1,night,No
Gundeep Baiswar,19,Male,2nd year,Electrical Engineering,1:00 AM,8:00 AM,2,veg,2,3,often,4,afternoon,Yes
Monica Prasath,18,Male,1st year,Chemistry,1:30 AM,8:30 AM,7,no_pref,5,2,sometimes,3,night,No
Shagufta Vilas,21,Male,4th year,Mechanical Engineering,11:00 PM,8:00 AM,4,veg,3,2,sometimes,3,morning,Yes
Sukrit Kulkarni,18,Male,1st year,Chemistry,11:00 PM,7:30 AM,2,veg,3,3,often,5,morning,Yes
Mandeep Madala,20,Male,3rd year,Mathematics,10:30 PM,6:30 AM,4,veg,4,2,never,2,morning,No
Sharvan Misra,18,Female,1st year,Electrical Engineering,3:00 AM,9:30 AM,5,nonveg,4,2,never,1,night,No
Surajit Macharla,18,Male,1st year,Mathematics,10:30 PM,7:30 AM,5,veg,4,4,sometimes,3,afternoon,Yes
Tarique Mathur,19,Male,3rd year,Business Administration,12:00 AM,8:00 AM,4,veg,4,4,sometimes,5,night,No
Parul Tejaswini,18,Female,1st year,Mathematics,1:30 AM,9:00 AM,4,nonveg,4,1,sometimes,3,night,No
Shreyas Swamy,18,Male,2nd year,Electrical Engineering,10:30 PM,6:00 AM,4,veg,3,3,sometimes,3,morning,Yes
Jyotsana Subbapati,19,Female,2nd year,Psychology,10:30 PM,5:00 AM,3,veg,1,3,never,4,morning,No
Ramadoss Asthana,18,Male,1st year,Computer Science,10:00 PM,5:00 AM,2,nonveg,4,2,never,2,morning,No
Yashika Gite,18,Female,1st year,Computer Science,2:00 AM,10:30 AM,7,veg,3,2,sometimes,2,night,Yes
Prince Bapna,19,Female,2nd year,Psychology,10:00 PM,6:00 AM,4,nonveg,3,2,often,3,morning,Yes
Amit Heblikar,19,Male,3rd year,Computer Science,11:30 PM,6:30 AM,2,eggetarian,3,3,never,1,morning,No
Ruchika Jha,18,Male,1st year,Psychology,12:00 AM,9:00 AM,2,nonveg,2,5,often,4,afternoon,Yes
Asthana Rao,20,Male,3rd year,Mathematics,10:00 PM,5:30 AM,4,nonveg,2,4,often,4,morning,Yes
Rohit Sugathan,18,Male,1st year,Business Administration,11:00 PM,6:30 AM,6,nonveg,2,2,sometimes,1,morning,Yes
Debanjana Aftab,21,Female,4th year,Mechanical Engineering,2:00 AM,10:00 AM,8,nonveg,3,1,never,2,night,No
Deepshikha Barnwal,20,Female,3rd year,Business Administration,3:30 AM,10:30 AM,4,nonveg,1,3,never,2,night,No
Anshuman Chetan,19,Female,2nd year,Psychology,12:30 AM,8:00 AM,6,veg,4,3,sometimes,2,night,No
Ahinsa Sarma,19,Female,2nd year,Business Administration,11:00 PM,6:30 AM,7,veg,3,2,sometimes,2,morning,Yes
Sukrit Prabhu,18,Female,1st year,English Literature,2:00 AM,10:00 AM,1,nonveg,5,4,often,5,night,Yes
Utsav Karkhele,21,Female,4th year,Computer Science,11:00 PM,7:00 AM,6,eggetarian,3,2,sometimes,2,morning,No
Soumyadeep Chandel,21,Male,4th year,Mechanical Engineering,2:00 AM,10:30 AM,2,veg,3,3,often,4,night,Yes
Mallika Quadiri,20,Male,3rd year,Mechanical Engineering,10:30 PM,6:30 AM,5,nonveg,4,3,often,4,morning,Yes
Vasundhara Dhiman,21,Male,4th year,Electrical Engineering,1:30 AM,9:30 AM,7,no_pref,3,3,sometimes,1,night,No
Ravisankar Goyal,20,Male,2nd year,Mechanical Engineering,11:30 PM,6:30 AM,3,nonveg,2,4,sometimes,4,night,No
Suchita Waykos,19,Female,2nd year,Chemistry,2:30 AM,10:30 AM,8,nonveg,4,3,never,1,night,No
Sowjanya Anjum,21,Male,4th year,English Literature,9:30 PM,5:00 AM,6,veg,2,3,never,1,morning,No
Amisha Parashar,18,Male,1st year,Chemistry,10:30 PM,6:00 AM,3,nonveg,5,3,sometimes,3,morning,No
Dalia Theratipally,21,Female,4th year,Psychology,10:30 PM,7:00 AM,4,veg,2,3,never,2,afternoon,No
